TweetsCleaned,Category,Support
idf bombed civilian october israeli captive life danger hamas idf bombing campaign know idf killed soldier friendly fight gaza want cease fire save life side,Negative,1
killed people hamas operative,Negative,1
sorry family also sorry tried end demanding hamas release hostage surrender even sorry million hamas supporter around world cheering dancing dead family,Neutral,1
list candle talk war hamas,Negative,1
ever wondered billion dollar international aid given gaza strip rather going civilian population hamas leader us stockpile weapon live life luxury people suffer enough enough,Negative,1
,Neutral,1
heheh funny really first hamas raping woman hearsay evidence whatsoever israshit refused un investigation raping second man random man condemn muslim israshits killing people n condemn jew,Negative,1
however un resolution demand immediate ceasefire call hamas surrender disarm also implies hamas somehow defeated without large scale impact civilian population behind hamas deliberately hide,Negative,1
solution eradicate hamas entirety,Neutral,1
ah post card hamas tunnel swimmer,Neutral,1
genocide genocide israeli nazi soon forget government siding israel hamas asking mutual ceasefire stop distorting truth misinformation,Negative,1
humanitarian aid needed humanitarian aid since beginning war gaza started hamas steal,Negative,1
stand biden one good thing happening hamas getting wiped strap bomb woman child use shield brave right side matter religion,Neutral,1
pro israel hamas really make sense monster frankenstein fault,Neutral,1
breaking zionist commando seriously wounded failed attempt rescue prisoner held hamas zionist pressure failed release remaining prisoner nearly month invading gaza,Negative,1
today united nation refused condemn hamas action october open tweet check amendment suggested u,Neutral,1
new article posted support hamas grows occupied west bank bbc news read full version,Neutral,1
hamasterrorists ama basit gercek,Neutral,1
worldview trudy rubin israel hamas war hope peace,Neutral,1
responsabilidad de la yihad terrorista de hamas,Neutral,1
floor hamas,Neutral,1
breaking hamas leader qatar beirut disappeared unknown destination several hamas leader left qatar beirut turned phone accepting call gone dark threat mossad qatar threatened,Negative,1
hamas genocidal mass raping death cult never negotiate pig,Negative,1
fake medical supply baby formula al shifa hospital box labelled english funny fake hamas schedule calendar ridiculous mass rape one photo girl dirty backside shit pant zionistterrorists,Negative,1
israel start war hamas israel finish,Negative,1
ceasefire nothing protect palestinian israel hamas left unchecked,Neutral,1
hamas victim sure,Neutral,1
hamas literally said going fight death civilian going tortured raped itf,Negative,1
min quick education oslo accord netanyahu paying hamas side kick minister defence ben gvir,Neutral,1
israel political echelon want portray hamas brink collapse expert say complex urban warfare lengthen war make victory much le clear israel still far toppling hamas gaza strip expert say,Negative,1
gazaholocaust israelterorrist hamasnotterrorist hamaslegalresistance israelfighthumanity israelliespeopledie israelisaterroriststate,Neutral,1
year ago small band israeli became nazi hunter would eventually capture adolf eichmann buenos aire argentina decade wwii expect hamas leadership,Neutral,1
horrible picture circulating israeli channel telegram showing dozen palestinian civilian kidnapped gaza israeli medium admitted kidnapped gaza hamas member,Neutral,1
every day story go something like israel bombed hospital killed child hamas targeted israeli soldier tank amount propaganda convince mass israeli army moral brave,Neutral,1
morality work british force killed german way around wwii moral equivalence hamas israel leaving hamas power lead war civilian death per hamas spokesman,Negative,1
evidence hamas murdered woman hamas said hostage got killed barbaric attack terrorist israeli government army comp one talk got killed terrorist,Negative,0
friendly fire given terrorist infiltrated definitely casualty friendly fire probably death case even number bigger still hamas fault,Negative,1
report hamas reported killed civilian oct recently reported destroyed israeli tank think people believe report,Negative,1
logic time murray debate finkelstein finkelstein self hating holocaust denier hamas worst bad nazi murray debate easy target pier murray debate finkelstein,Negative,1
dead child later global condemnation finally said ceasefire canada lent support u amendment would explicitly condemned hamas amendment reach support two third assembly required adopt,Negative,1
yes must free palestine evil cult jihadism amazing hamas muslim jewish israeli used go gaza night life beach islamism ruined even border suicide bombing started,Neutral,1
common problem multiple bag hope figure,Neutral,1
hamas execute people solely gay execute people collaborator israel know also illegal gaza pre marital sex enforce strict interpretation islamic law mean kill anyone,Negative,1
want hamas lay arm release hostage peace yes,Positive,1
rutgers make sane moral choice suspending vile hamas sjp club campus every college america need get rid terrorist sjp,Negative,1
foreign minister melaniejoly confirmed consulted list country include israel telling hamas listed terrorist entity irrefutably guilty war crime rewarded left unaccountable cijainfo,Negative,1
well good hamas like living peace anything,Positive,1
true extreme islamic ideology oppose tolerance following faith includes hamas isi exactly secret say openly,Positive,1
president hamas fellow traveler gay apparently member board unanimously shame support continuing role resign,Neutral,1
ppl make excellent argument standing israel hamas,Neutral,1
war collateral damage end hamas surrender destroyed,Negative,1
even true underscore hamas committing ongoing war crime wearing uniform wear uniform israel arrest everyone sort later,Negative,1
